English,CEFR,gender,word,wordAudio,region,definition,sentenceAudio,example,sentenceTranslation,oldSentenceToBeDeleted
incubator,C,feminine,incubadora,,,Aparato para incubar huevos o microorganismos.,,La incubadora salvó la vida del bebé prematuro con cuidados intensivos.,The incubator saved the premature baby’s life with intensive care.,
investigate,C,verb,indagar,,,Investigar con detalle.,,El periodista decidió indagar más en los hechos ocultos.,The journalist decided to investigate further into the hidden facts.,
indeterminate,C,adjective,indeterminado,,,No definido o fijado con precisión.,,El plazo de ejecución quedará indeterminado hasta que el tribunal resuelva el recurso.,The implementation timeframe will remain indeterminate until the court resolves the appeal.,
indifference,C,feminine,indiferencia,,,Falta de interés o preocupación.,,Su total indiferencia ante el sufrimiento ajeno fue vergonzosa.,His total indifference to others’ suffering was shameful.,
indivisible,C,adjective,indivisible,,,Que no puede dividirse sin perder su esencia.,,"Consideran la dignidad humana un valor indivisible, que no admite gradaciones ni excepciones.","They consider human dignity an indivisible value, which admits no gradations or exceptions.",
industrially,C,adverb,industrialmente,,,En relación con la industria.,,El producto fue fabricado industrialmente para reducir costes.,The product was industrially manufactured to reduce costs.,
infinity,C,masculine,infinito,,,Lo que no tiene límite ni final.,,Se desplegó todo el despliegue técnico para estudiar la infinidad del universo.,All technical equipment was deployed to study the infinity of the universe.,
infinite,C,adjective,infinito,,,Que no tiene fin.,,El concepto de espacio infinito ha fascinado a astrónomos durante siglos.,The concept of infinite space has fascinated astronomers for centuries.,
infrastructural,C,adjective,infraestructural,,,Relacionado con infraestructuras.,,Hay problemas infraestructurales que deben resolverse.,There are infrastructural problems that must be resolved.,
infrequent,C,adjective,infrecuente,,,Que ocurre pocas veces.,,Las reuniones presenciales son cada vez más infrecuentes.,Face-to-face meetings are becoming increasingly infrequent.,
ingest,C,verb,ingerir,,,Introducir alimentos o bebidas en el cuerpo.,,Es peligroso ingerir sustancias tóxicas.,It is dangerous to ingest toxic substances.,
immaterial,C,adjective,inmaterial,,,Que no tiene existencia física ni material.,,"El valor de una obra de arte es, en gran parte, inmaterial.","The value of a work of art is, to a large extent, immaterial.",
unforgettably,C,adverb,inolvidablemente,,,De manera que permanece en la memoria con fuerza.,,La ceremonia fue inolvidablemente emotiva para todos.,The ceremony was unforgettably moving for everyone.,
"inquire, investigate",C,verb,inquirir,,,Preguntar con insistencia o investigar.,,La comisión va a inquirir sobre las causas reales de la implementación ilegal.,The commission will inquire about the real causes of the illegal implementation.,
institute,C,verb,instituir,,,Establecer o fundar una institución o norma.,,El gobierno planea instituir una nueva norma fiscal el próximo año.,The government plans to institute a new tax regulation next year.,
instruct,C,verb,instruir,,,Enseñar o dar instrucciones.,,El profesor se encargó de instruir a los nuevos empleados en seguridad laboral.,The teacher was in charge of instructing the new employees in workplace safety.,
intellectualize,C,verb,intelectualizar,,,Dar un carácter excesivamente intelectual a algo.,,Tendemos a intelectualizar los problemas emocionales.,We tend to intellectualize emotional problems.,
intentionally,C,adverb,intencionadamente,,,De manera deliberada y con intención.,,Actuó intencionadamente para evitar la solución del conflicto.,He acted intentionally to avoid solving the conflict.,
intentional,C,adjective,intencionado,,,Hecho con intención.,,Fue un ataque claramente intencionado.,It was clearly an intentional attack.,
intentional,C,adjective,intencional,,,Que se hace con un propósito deliberado.,,La destrucción fue parte de un plan intencional.,The destruction was part of an intentional plan.,
intentionally,C,adverb,intencionalmente,,,De manera intencional.,,Hablaron intencionalmente para excluirla de la conversación.,They spoke intentionally to exclude her from the conversation.,
interdental,C,adjective,interdental,,,Que se pronuncia entre los dientes.,,El fonema interdental representa un reto fonético para hablantes nativos de otras lenguas.,The interdental phoneme poses a phonetic challenge for native speakers of other languages.,
introversion,C,feminine,introversión,,,Tendencia a centrarse en el mundo interior y evitar la interacción social.,,La introversión puede dificultar la participación en eventos sociales.,Introversion can make participating in social events difficult.,
wild boar,C,masculine,jabalí,,,"Mamífero salvaje parecido al cerdo, con colmillos.",,El jabalí cruzó el camino de forma inesperada.,The wild boar crossed the road unexpectedly.,
hierarchy,C,feminine,jerarquía,,,Organización de personas o cosas en diferentes niveles de importancia o autoridad.,,La jerarquía militar es muy estricta.,The military hierarchy is very strict.,
Judaism,C,masculine,judaísmo,,,Religión monoteísta basada en la Torá y en la tradición religiosa hebrea.,,El judaísmo tiene muchas tradiciones antiguas.,Judaism has many ancient traditions.,
Labor,C,adjective,laborista,,,Relacionado con el movimiento político que defiende los derechos de los trabajadores.,,El partido laborista presentó nuevas propuestas económicas.,The labor party presented new economic proposals.,
hairless,C,adjective,lampiño,,,Que no tiene vello en el cuerpo o en la cara.,,Es un gato completamente lampiño.,It’s a completely hairless cat.,
lash,C,masculine,latigazo,,,Golpe dado con un látigo.,,Recibió un fuerte latigazo al caer de la moto.,He got a strong lash when he fell off the motorcycle.,
whip,C,verb,latiguear,,,Dar golpes con el látigo.,,El jinete comenzó a latiguear al caballo para que corriera más rápido.,The rider began whipping the horse to make it run faster.,
woody,C,adjective,leñoso,,,Que tiene aspecto o consistencia parecida a la madera.,,Este árbol tiene un tronco muy leñoso.,This tree has a very woody trunk.,
"educated, erudite",C,adjective,letrado,,,Que sabe leer y escribir; instruido.,,El abogado letrado expuso con solvencia argumentos basados en jurisprudencia comparada.,The educated lawyer presented arguments based on comparative case law with confidence.,
liberalism,C,masculine,liberalismo,,,Doctrina que defiende la libertad individual y económica.,,El liberalismo influyó profundamente en la política del siglo diecinueve.,Liberalism deeply influenced 19th-century politics.,
liberalization,C,feminine,liberalización,,,Acción de eliminar restricciones para fomentar la libertad política o económica.,,La liberalización del comercio favoreció la expansión económica.,The liberalization of trade favored economic expansion.,
liberalize,C,verb,liberalizar,,,Hacer más libre un sistema o política.,,Quieren liberalizar el mercado energético para aumentar la competencia.,They want to liberalize the energy market to increase competition.,
liberally,C,adverb,liberalmente,,,De manera acorde con los principios del liberalismo.,,El ensayo estaba liberalmente adornado con citas clásicas.,The essay was liberally adorned with classical quotes.,
script,C,masculine,libreto,,LA,Texto que recoge el contenido de una obra teatral o musical.,,El libreto incluía indicaciones detalladas para cada escena.,The script included detailed instructions for each scene.,
lynch,C,verb,linchar,,,Ejecutar a alguien violentamente sin juicio.,,El grupo intentó linchar al sospechoso antes de que llegara la policía.,The crowd tried to lynch the suspect before the police arrived.,
prettiness,C,feminine,lindura,,,Cualidad de ser hermoso o tierno.,,La lindura de aquel gesto espontáneo quedó grabada en la memoria colectiva.,The prettiness of that spontaneous gesture remained engraved in the collective memory.,
linguistics,C,feminine,lingüística,,,Ciencia que estudia el lenguaje.,,La lingüística computacional permite analizar grandes corpus de textos con algoritmos avanzados.,Computational linguistics allows analysis of large text corpora using advanced algorithms.,
linguistically,C,adverb,lingüísticamente,,,De manera relacionada con la lingüística.,,"Lingüísticamente, el español se caracteriza por una gran riqueza morfosintáctica.","Linguistically, Spanish is characterized by great morphosyntactic richness.",
striking,C,adjective,llamativo,,,Que destaca por su aspecto llamativo o sorprendente.,,El cuadro resultaba tan llamativo que los visitantes se detenían inevitablemente a contemplarlo.,The painting was so striking that visitors inevitably stopped to contemplate it.,
fullness,C,feminine,llenura,,,Estado de estar lleno.,,"La sensación de llenura tras la cena fue tan intensa como inesperada, superando cualquier expectativa.","The feeling of fullness after dinner was as intense as it was unexpected, exceeding any expectation.",
act foolishly,C,verb,loquear,,,Comportarse de manera alocada o sin juicio.,,"No deberías loquear en una reunión tan formal, te resta credibilidad.",You shouldn’t act foolishly in such a formal meeting; it undermines your credibility.,
